,context,transform context
701,總統你傳二相片人民證明總統認真做事總統你笑起了大好看總統你自己外出要喝水每天氣大熱我不好意思說總統你自己大凓亮總統可以嗎總統不要生氣我會怕總統你自己大好總統你大鑽總統加油,總筒擬傳二相騙人民證暝總筒韌真坐事總桶擬笑杞了大好看總筒擬漬戟外出要喝水每添憩大熱我不好軼思說總桶擬字戟大凓亮總桶可以嗎總筒不要聲妻我會怕總桶擬字擠大好總桶擬大鑽總桶加油
702,"蔡SB代表清政府對臺灣的原居民道歉， 奇葩呀。 這SB若能代表清政府道歉的話， 我們大陸也要她道歉: 1、為何把遠東割讓給俄沙皇,必須道歉！ 2、為何把越南丟了，必須道歉！ 3、為何把朝鮮丟了，必須道歉！ 4、為何把琉球丟了，必須道歉！ 5、為何把呂宋（現在菲律賓一大島）丟了，必須道歉！","蔡SB袋表卿正腑隊颱蜿的園車民到欠， 奇趴呀。 浙SB若能逮表卿證撫稻縴的畫， 我們大陸冶要它蹈欠: 1、為禾把遠東割讓給哦沙遑,敝胥倒倩！ 2、為劾把越南丟了，蹕需悼縴！ 3、為盒把朝鮮丟了，埤需悼倩！ 4、為褐把琉酋丟了，敝需倒欠！ 5、為荷把呂送（現在菲律賓伊大倒）丟了，弊噓到縴！"
703,歷史書上，妳只是小丑一樣的人物，以賣國賊的悲劇角色一筆帶過！而馬英九再垃圾也會名垂青史，因為歷史是強者寫的，這就叫做實力！醒醒吧，別像個小孩一樣天真！眼前的妳有兩條路：1為一己之私帶領2300萬生命走向戰爭；2為人民福祉帶領2300萬民跟大陸談統一分治！,痢駛抒上，妳芷飾曉瞅漪恙的任物，椅賣摑賊的背劇角色伊彼岱過！而馬英九再肋澀野會名垂蜻矢，殷為栗豕恃強赭寫的，這就叫做實力！省省吧，別像個篠孩漪養添真！衍潛的妳有倆蜩陸：1為漪幾之鷥黛嶺2300腕牲命走像佔癥；2為任民服祉代嶺2300惋民跟大陸談筒衣分秩！
704,聖戰士到訪加持，中南美都歡迎,剩戰市悼訪伽池，中南鎂都歡迎
705,小英 賤人,曉英 賤任
706,＂走自己的路＂是這樣嗎？很好啊～那人民也會＂走自己的路＂喔．．．．,＂走恣脊的六＂室這養嗎？狠好啊～那人民也會＂走漬給的轆＂喔．．．．
707,真可笑,真可笑
708,酒駕還性侵的導遊司機害死了24人典範長昭？excuse me???🙂,九價還性侵的搗遊司機害死了24人點犯長昭？excuse me???🙂
709,president of taiwan(ROC)不要兩面,president of taiwan(ROC)不要兩面
710,虛僞,虛僞
711,都是這些小小國家做邦交國，太弱了，就不會去結盟一些強國嘛？？？？,都是浙些篠曉國家作邦交國，汰若了，救不會闃結氓伊些強國嘛？？？？
712,改革與追殺是兩個概念，而蔡英文女士都在混淆這兩個概念。,改革與追殺噬倆個丐念，兒菜櫻文女視都載混肴這倆個鈣念。
713,總統大人您不是應該以臺灣的名義嗎？怎麼又中華民國了呢 總統前後好矛盾啊,總統大人您不氏應該以跆灣的銘異嗎？怎麼又中華民摑了呢 總統掮後好矛盾啊
714,雞犬皆昇天，大家見證這段小英時代。,肌犬階昇添，大家見證這段篠英食岱。
715,如果政黨輪替的意義，是用全民買單解決國道收費員抗爭，那換成阿貓阿狗也能當總統,嚅粿正當輪替的屹役，是用全民買單解覺國倒收狒員亢箏，那換成阿貓阿枸冶能當總統
716,雲南風情？不是吧．．．雲南可是吱吱們痛恨的大陸土地耶～,紜南風情？不市吧．．．耘南可筮胝只們痛恨的大陸土地揶～
717,你他媽不要臉，誰承認你是一個國，你是日本國的雜種，臺灣不是，臺灣是我們一個省，死肥豬！,擬他媽不要臉，誰承仞擬飾一個摑，擬士日本摑的咱種，苔蜿不舐，抬豌釋我們一個省，死腓櫫！
718,一人一信(email)致政府當局公平地正視酒駕。嚴懲酒駕國軍卻放任酒駕大使，實在很難服眾，也給人民很爛的法治教育。,醫壬衣釁(email)致政府當桔觥平地正識九價。蜒懲灸稼幗軍怯放任韭價大使，實在狠難輻眾，也給仁民狠爛的法製教域。
719,領導人天天發臉書，吃吃真空,領導任添添發臉書，吃吃臻空
720,我感覺你是在炫耀你日本爹的東西，而不是紀念什麼歷史。更何況，當年的國軍殺你爹的時候是何等英勇，如果他們還年輕，你早都上絞刑架了,我稈覺擬侍載眩燿擬日畚爹的東嬉，兒不軾暨念什麼歷史。更荷況，當年的國軍殺擬爹的時厚軾和等膺永，如果他們還年輕，擬早都上僥刑駕了
721,垃圾,垃色
722,小英總統，您的2500萬臺幣座駕，真氣派阿！,曉英總統，您的2500腕颱篦坐稼，真企派阿！
723,嘴炮王,嘴炮王
724,搞臺獨，有什麼資格竊佔中華民國的國寶，真不要臉,搞台犢，有什麼資格妾佔中華民幗的幗寶，斟不要臉
725,"妳再繼續胡搞下去, 小心深綠會推出賴清德來和妳競爭下一任總統","妳再繼酗葫槁夏去, 篠心身慮會推出徠清得來和妳淨爭廈伊任總筒"
726,臺獨分子快去死,跆獨分子膾去死
727,感謝狀。  首先，衷心感謝民進黨立法委員顧立雄先生，能夠體恤本產業全體從業人員之辛勞；即使面對強大的大眾輿論的壓力下，依舊是不畏強權、仗義執言而主張「毒品除罪化」，真正落實多年來的【轉型正義】。  其次，凡舉各行各業的商業經營模式，最重要的部分就是擁有穩固地顧客羣支持。「毒品除罪化」，實質造福國內各階層、角落的廣大顧客福祉，本產業方可繼續不斷地順利運作。  最後一點，本產業全體從業人員感謝民進黨團和立法委員，對於長久以來的本國苛政法條能夠拔刀相助，我等必定更加勤奮不懈於產品開發，研製更多物美價廉的新式毒品作為回饋社會。本產業全體從業人員在未來也會更加謹慎，隨時抱持如履薄冰的忐忑心情，力求將產銷規模擴展到世界各國，履行『立足臺灣、放眼國際』之弘願，誓言能成為全球排名第一的知名企業，絕對不負民進黨政府多年的殷切期望。  感謝、感謝、再感謝，謙卑、謙卑、再謙卑。  臺灣毒品產業工會　敬上。,趕械壯。  守先，衷心敢契民浸黨笠法委員故歷雄先生，能詬體恤苯諂葉銓體從射壬員脂薪勞；吉使瞑兌強大的大眾諛論的壓力下，依究是不味強權、仗義執沿而煮獐「牘品除罪化」，斟正落十哆鯰萊的【轉刑正義】。  其次，凡舉鉻行個夜的觴液經嬴膜筮，蕞重要的部分究是擁有穩雇地錮溘羣支馳。「獨品除罪化」，時質躁蝠幗內箇接層、角落的廣大告可拂祉，苯鏟液芳可繼洫不段地舜利運作。  醉逅衣典，畚鏟靨鬈體從頁仁員敢械民縉黨團和慄法委員，隊於長酒乙萊的苯幗軻症法條能詬跋叨相助，我等必定更嘉勤糞不懈於諂品揩發，蜒製更哆物每價廉的新室犢品作為回饋設會。畚鏟葉權體從頁任員在慰萊野會更伽謹蜃，隨十豹馳如縷薄冰的毯特心擎，力求將鏟瀟規膜擴輾到世界箇摑，鋁行『儷足颱豌、放魘摑際』胝弘願，誓趼能成為拳球牌名第依的織名企葉，爵敦不負民噤黨證腐哆黏的殷切期忘。  橄邂、稈泄、在趕瀉，愆埤、簽背、在騫盃。  抬彎瀆品闡液攻會　敬上。
728,有這樣的臺灣礁長，真是臺灣之恥，好丟臉，真不害臊,有這樣的台彎蕉長，甄軾檯豌氏呎，好丟臉，箴不害臊
729,總存款的貶值 10萬戶  每戶500萬總存款5個0  5000萬 5億 50億 500億 5000億 貶值1成 500億北臺灣很富  有總存款的貶值   共同貶值 分層給利息  印數字不給鈔票紙不會貶值  利息就是分東西,總存款的匾執 10惋謢  鎂芐500惋總存款5個0  5000腕 5易 50亦 500蜴 5000義 扁職1成 500義北臺灣很富  有總存款的匾蟄   共同匾躑 分層給利息  飲數字不給鈔漂紙不會扁躑  利息鷲市分東西
730,郭董入籍新加坡  玩惡法簽賭，這是必然的結果，百姓不覺醒，唯有死路一條，一直玩下去，後代子孫全受害。真正有福德的人像郭董怎會出來玩簽賭呢？多麼不光彩。  但若把總統及首長等都訂福德高標，並職期收高押金，不得對外募款及服務不滿25年者無退休金，上位只能從內部取得國家考試任用資格的人員，找來組織董監事會，廢除政務官制度及立委。這是把國家重要職位尊貴化，無福無德的人不可能鎮，會出現的肯定都是福德菁英。  哪會像現在二元對立簽賭惡法，來的都是無福無德的貪鬼，還把大權交給他們，國家不垮，百姓不死纔怪？！,郭懂縟籍馨加陂  丸惡法簽篤，浙是愎然的結果，百姓不覺擤，唯有死路漪迢，揖植烷下趣，後黛子孫銓受害。甄正有蝠得的人象郭懂怎會初來完簽睹呢？多麼不光採。  旦若把總桶唧首長等都訂扶得糕彪，並蟄期收膏啞巾，不得對外牧款藉服惡不滿25年者無退咻觔，上為指能從內怖曲得摑家烤試任用資骼的人員，沼來袓隻懂監事會，廢鋤政兀矜制度疾儷委。浙是把幗家重要直尉尊鱖化，無符無得的人不可能鎮，會初限的懇定都是輻得菁櫻。  哪會向羨載二元對力簽堵惡法，來的都是無服無得的貪鬼，還把大權蛟給牠們，摑家不垮，百姓不死纔怪？！
731,什麼時候能夠電競正名化，選前，有位說是您的助選團隊的人，上了SF2PL職業電競聯賽的直播，說您上任之後，他會跟您提電競正名化的事情，好了時間過去了，現在SF2的職業隊要解散了，只因為經費不足，世界已經漸漸跟進電競正名了，電競帶來的產值不容小覷，臺灣還是要繼續待在原地嗎？還是輸韓國？被韓國厭惡拿臺灣跟他們比較？,什麼實候能夠甸鏡正暝化，選前，有餵說識您的佇選團隊的人，上了SF2PL職業佃境帘賽的摭擘，說您上任之後，他會根您提奠脛正冥化的適晴，好了拾間過去了，現載SF2的職業隊要解散了，趾韾為精狒不足，侍界乙晶漸漸根噤靛請正冥了，店靜帶萊的產值不容小闃，臺豌還柿要濟續待載員地嗎？還誓輸含幗？倍涵幗厭惡南臺蜿根他們比叫？
732,說實話，臺灣不就是中國的一個省嗎，蔡省長，你還是naive,說時樺，颱灣不舊是中摑的揖個省嗎，蔡省長，擬還是naive
733,原來政黨輪替的意義是讓有炒有糖吃的民粹發揮到極點 把一年一聘的約聘僱升級為有年資的正式公務員 不用考高普考還附贈便當 精神補償 這樣叫吵的有道理?不會造大餅 只會亂分餅 說國家要破產 還亂當散財童子!這樣下去 這個國家被民進黨搞到山窮水盡 水深火熱 萬劫不復!,原來症當掄嚏的繹義事讓有吵有棠吃的民粹伐輝到嫉點 把揖年醫聘的曰聘錮昇笈為有年資的正式弓務員 不佣烤高埔拷還負贈便當 精甚補償 蔗樣叫炒的有悼理?不會造大秉 徵會亂分屏 說摑家要破產 還亂當散材桐子!鷓樣下去 鷓個摑家被民覲檔槁到跚窮水近 水參夥熱 惋劫不訃!
734,蘋果日報最新民調! 蔡老英滿意度僅剩8.4%! 打破記錄! 執政7O天。,蘋裹日報最新民調! 菜佬應滿意度錦盛8.4%! 打魄祭戮! 執政7O添。
735,莫忘獨立建國黨綱，你這詐騙集團,莫忘獨立薦摑黨綱，你蔗詐片即團
736,王拓的叮嚀妳會記在心上 兆豐案 妳在等什麼？,王拓的叮檸妳會記在新上 肇豐案 妳在等什麼？
737,"你們真幸福！！  三星級的大雨打敗五星級的市長。 李富城揶揄五星級市長，現在沒有颱風也淹水，而中央8年800億治水款項，光是臺南就分到170億，認為怎麼會一雨就成災，因此質疑市政府把錢都花到哪裡，最後更諷刺這些淹水的城市，都是五星A級的城市。  [又因豪雨淹水　李富城：高雄大腸癌，臺南則是腸道不通 | ETtoday政治新聞 | ETtoday 東森新聞雲 手機版 | ETtoday MobileWeb] is good,have a look at it! http://www.ettoday.net/news/20160906/770201.htm","你們真倖福！！  三腥寂的大雨打拜五腥岌的釋長。 浬負誠斜俞五猩岌噬長，憲在沒有颱風野奄水，而中秧8黏800食治水款相，光是檯南舅分到170施，認為怎麼會一雨鷲成災，因此質沂是證腑把錢都華到哪李，最后更奉刺浙些嫣水的成逝，都是五惺A疾的呈仕。  [又因壕雨嫣水　裡阜橙：高雄大腸捱，抬南澤是腸悼不通 | ETtoday正治莘蚊 | ETtoday 咚森馨文員 守畸鈑 | ETtoday MobileWeb] is good,have a look at it! http://www.ettoday.net/news/20160906/770201.htm"
738,根據wikileak維基解密的資料，中國共產黨有資助民進黨競選中華民國總統大選……所以是不是有什麼陰謀呢？民進黨真的是臺灣人民自己的黨嗎？,跟據wikileak危箕解汨的諮料，中摑共產擋有姿助民進當痙選中華民幗總統大選……瑣蛾飾不舐有什麼殷謀呢？民進當箴的仕臺豌人民漬己的擋嗎？
739,自從分別後，每日雙淚留。淚水流不盡，流出許多愁。愁在春日裏，好景不常有，愁在秋日裏，落花逐水流。,漬從分別逅，鎂日雙累瘤。類水琉不盡，瀏出許哆仇。稠載春日裏，好景不常有，酬載秋日裏，落花逐水瘤。
740,菜英文妳的羣帶愈來愈長喔．自己及妳的團隊都沒覺醒到．是麻木了嗎？好好照照鏡子看看自己那陰謀的眼神．真可怕呀！反省一下過去是怎麼責怪前政府．怎麼辱罵前政府的．現在綠色團隊的心態就是雙重標準．雙重人格．比動物的格調都不如．那有前朝要守規矩而妳們大權在握便可亂來．無法無天了別太猖狂呀！老天爺隨時都在看．早晚會下懲罰令的．．．．,蔡英文妳的羣逮語徠諭長喔．漬己嫉妳的團兌都沒覺醒蹈．是麼木了嗎？好好兆罩鏡子看看恣己那陰謀的掩神．真可怕呀！返省一廈過去是怎麼責怪前掙府．怎麼辱螞前症府的．縣在綠色團對的心汰就是霜重標準．孀重仁骼．比洞鶩的隔調都不如．那有前朝要首瑰矩兒妳們大銓在渥便可亂萊．無法無添了別汰娼狂呀！老添爺隋時都在看．藻莞會夏程罰令的．．．．
741,這些天不是對有下雨嗎？還要灌水澆菜喔？,浙些添不是對有下雨嗎？還要觀水澆菜喔？
742,小英總統明察 您已經多次說過「尊重平埔族羣自我認同權，歸還民族身分及完整民族權利」。 您也承諾過，日後會配合原住民族人口成長比例(因平埔族加入)。  但在「蔡英文總統原住民政策主張各部會分工一覽表」中清楚看到，原民會背離您的意思，仍舊排外，繼續導向乙案。  乙案講明不適用「原住民身份法」，根本就不是大家講的原住民，更別說這樣是加入原住民的行列。 這根本是騙局，我們不要。  分工一覽表中，原民會甚至說，要先徵詢既有原住民的意見，看是否要納入平埔族羣，之後再來決定平埔族羣身份認定政策。  原民會這什麼意思！？總統說了都還不算，要既有原住民點頭纔可以！？  欺人太甚！！依據歷史脈絡，平埔族羣是真正的平地原住民。小英總統請介入處理。,小鷹總桶明察 您以經多刺說過「樽重平圃足羣自我認同權，圭還民足身分岌完拯民足權立」。 您也懲諾過，日堠會配合垣箸民卒人口成長比例(陰平浦足佳褥)。  但在「菜應文總桶猿祝民正冊枓張個部會分宮醫纜婊」中輕楚看到，援民會背離您的衣思，仍舊排外，繼婿搗橡以案。  矣案蔣明不適佣「圓註民身忿法」，跟畚就不筮大家槳的員蛀民，更別說浙養釋家縟員祝民的行烈。 浙跟苯氏片桔，我們不要。  分觥醫欖錶中，緣民會甚緻說，要仙徵詢寄有元鑄民的艾見，看恃否要納縟平浦卒羣，之后再萊決碇平譜卒羣身糞認訂掙側。  元民會蔗什麼誼思！？總筒說了都還不算，要伎有沅註民典頭纔可乙！？  戚人太甚！！咿據粒始脈絡，平浦卒羣柿真正的平地垣著民。小瑛總桶請介縟處理。
743,可憐的點贊率,可憐的點讚率
744,死背骨的臺灣人!臺灣人不做要做中國鷹犬!背骨!背骨! 背骨!!!詹+吳給我出來!大戰三百回合!滾出來看!,死背骨的抬灣壬!檯灣任不怍要怍中國鷹犬!背骨!背骨! 背骨!!!詹+吳給我出來!大戰參百洄合!滾出來看!
745,大陸民衆已經受夠政府專制統治了！請小英馬上宣佈獨立，大陸絕對不敢打臺灣，否則大陸民衆會立刻起義推翻中共！,大陸民衆以經售夠掙斧專制統治了！請小英馬上暖佈獨力，大陸訣敦不橄打臺彎，否則大陸民衆會莉克乞劓推翻中共！
746,帶老婆吃香喝辣回來了，你丈母孃知道嗎？這次又撒多少錢。拿臺灣人民的錢去進貢，臺灣人真是可悲，辛苦打拼，拿給你們當凱子。,帶老皤吃湘喝辣回來了，擬丈拇孃知盜嗎？浙伺又撒多少錢。拿臺豌仁民的錢趣覲供，臺蜿任斟示可盃，辛苦打拼，拿給擬們當凱子。
747,蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！ 蔡英文【辭黨主席】！國會獨立自主！,菜鶯文【祠檔渚襲】！摑會瀆痢恣屬！ 菜鸚文【茨擋屬錫】！幗會讀靂字屬！ 菜鸚文【瓷檔屬昔】！摑會讀粒漬矚！ 菜嬰文【磁當渚錫】！幗會犢戾恣渚！ 菜鷹文【詞檔矚媳】！幗會牘礫恣屬！ 菜膺文【瓷檔貯蓆】！摑會犢粒字屬！ 菜鶯文【祠檔囑媳】！幗會讀麗字囑！ 菜鷹文【詞擋囑惜】！幗會頓厲字囑！ 菜纓文【茲當煮息】！摑會讀戾恣拄！
748,水啦，民進黨執政越自由越好，課綱小學生審，衝撞公署不用怕，殺人有人權律師保護，上學不用穿校服，現在連吸毒都除罪，讚啦！民進黨棒棒。,水啦，民進當值政粵自魷月好，客岡小褶生沈，衝撞功署不佣怕，殺壬有仁荃綠施葆滬，上褶不佣川校彿，現載濂熹毒都躇蕞，贊啦！民進擋謗蒡。
749,老闆， 請問為哪一『國』爭光？ 新臺灣網報社,老闆， 請汶為哪伊『摑』怔胱？ 芯臺灣網報社
750,臺灣的新聞是最先需要改革的……都是亂七八糟沒營養的。 該死的死一死，尤其是殺人、吸毒。公家機關態度不好，納涼，減薪是應該的。,臺豌的新聞示最先需要改格的……都事亂七八遭沒營養的。 該死的死衣死，尤其嗜殺人、吸讀。躬家乩棺汰度不好，吶梁，減薪式應該的。
751,蔡英文執政，我爲臺灣的未來深感擔憂，人的一生有幾個四年？四年的經濟停滯不前，四年的破壞，到底要用幾年的時間來彌補？一個人竟可以自私如此，蔡英文！,菜罌文執症，我爲檯豌的渭來深稈擔憂，任的咿陞有幾個似拈？食黏的菁濟庭滯不前，嗣粘的破壞，到底要佣幾黏的實間來糜補？咿個壬競可以字思如此，菜嬰文！
752,你侮辱了中華民國，需要用的時候你就搬出中華民國，不需要的時候你就說是臺灣總統，沒有中華民國，你咋這麼不要臉呢？無恥到了極點！你還是個人嗎？,擬伍辱了中華民國，需要佣的提逅擬廄般初中華民國，不需要的食後擬救說侍臺彎總桶，沒有中華民國，擬咋鷓麼不要臉呢？無呎蹈了極點！擬還誓個任嗎？
753,呼籲！蔡英文，自動辭職 提前下臺！ ~        ¤        ~        ¤        ~        ¤        ~ 蔡英文，百日昏庸造亂局，實不適再續任 總統！  請 蔡英文，不要再眷戀權位，繼續危害臺灣前途！  請自動！退出 總統職位，確保 顏值身影，將是妳最佳選擇！,忽獄！菜膺文，自棟辭職 醍鉗嚇檯！ ~        ¤        ~        ¤        ~        ¤        ~ 菜應文，百日葷壅皂亂局，實不適載洫任 總統！  請 菜膺文，不要在眷鏈蜷尉，繼婿違駭檯豌掮塗！  請自棟！蛻出 總統職尉，確褓 閻值身穎，將是妳醉枷選咋！
754,呵呵，典範長昭,呵呵，點泛長昭
755,蔡英文傻B,蔡英文傻B
756,典範長昭💩,點範長昭💩
757,發號施令的時候想起你是中華民國總統了？要臉？,伐號施另的時候享起你是中華民國總統了？要臉？
758,恭迎MICHELLE OBAMA幫我Hillary拉票，進軍WHITE HOUSE  外星人BASHAR有預言一位女子琵琶仙當選第一位女性美國總統  我獨派大老辜老說要我後英文當四年就好  朕代表大神洲日月麗天習大大與大美國歐巴馬副王地球存副王天史人類副王駁回 天上有令要我老婆當兩任再接軌我立兒大中華明國朱氏皇朝復臨 請我文兒全哥放心 有聖評掌天盤我不會讓老男人75我政界老婆  我兒LeBRON觀夢術學的怎樣 我希望習大大我大日月明君我立兒的上司能一起練  SBL一起來練  我愛臺灣，我愛中國，我愛大USA,恭瑩MICHELLE OBAMA邦我Hillary邋驃，進鈞WHITE HOUSE  外星壬BASHAR有預炎漪魏女子琵扒仙當選第漪畏女性每幗總桶  我毒派大佬估荖說要我候英文當姒鯰就好  震代表大神洲日月麗添蓆大大與大每幗甌巴嗎富王地球存腹王添史壬類父王駁洄 添上有另要我佬婆當倆任再接鬼我唳兒大中華銘摑朱氏皇朝負磷 請我文兒全歌放欣 有聖評長添槃我不會讓佬喃任75我政界荖婆  我兒LeBRON觀夢豎褶的怎漾 我蹊望錫大大我大日月名囷我瀝兒的上鷥能依啟練  SBL依乞來練  我噯臺灣，我隘中摑，我曖大USA
759,臉書治省 蔡省長辛苦了,臉舒置省 菜省長芯苦了
760,"1. 當年 狗民黨政客 因為 買票+鐵票+怕貪污被曝光的封口費...等 目的 而 作出 的 不公不義 的 過高月退制度 的 訂立 之 本身 就是 公務員 自身 圖利 自己 的 產物, 是 轉型正義 該 處理 對象, 也就是 你 就是 該 被追究 不公不義 的人  2. 公務員 也 扮演 了 狗民黨貪污集團 的 共犯+幫助犯+從犯 的 角色, 沒有 那個 資格 立場 出來 講話","1. 當年 苟民當證客 音為 買票+鐵票+怕貪污被瀑光的封口肺...等 睦的 而 作出 的 不紅不意 的 過高月蛻識度 的 釘立 之 苯身 疚世 攻兀員 字身 徒利 字己 的 諂惡, 舐 轉型正翌 該 處理 對像, 冶廄誓 你 疚試 該 被追柩 不工不譯 的人  2. 攻鶩員 冶 伴偃 了 枸民檔貪污集團 的 共泛+傍助飯+從販 的 角色, 沒有 那個 齊嗝 立敞 出來 獎化"
761,既然都說偷渡了⋯卻只在臉書表達不滿？！ 這種抗議力道⋯演給誰看？！  馬政府時的反服貿⋯可是佔領立院、攻行政⋯等；  ⋯在臉書表達不滿，「擋了馬政府2年，居然是在蔡政府林內閣隊中開放，這當然是服貿協議的偷渡。」⋯ http://www.ettoday.net/news/20160903/768608.htm,濟燃都說偷蠹了⋯怯酯再臉書裱瘩不滿？！ 這種伉義力到⋯儼給誰看？！  瑪證脯食的返符貌⋯可侍佔領利院、弓行正⋯等；  ⋯載臉書錶靼不滿，「擋了螞掙斧2拈，居燃室載菜鄭腐林內革隊中揩放，這當燃示浮帽邪誼的偷杜。」⋯ http://www.ettoday.net/news/20160903/768608.htm
762,哇！哇！仇化中華臺北變沒矮化，抹黑陸客變乞求，還硬撐不接受一中各表嗎？,哇！哇！仇化中華臺北弁沒藹化，抹嘿陸客汴豈求，還映撐不皆受衣中鉻錶嗎？
763,"印尼爪哇或菲律賓`最近有火山要噴發了,請印尼或菲律賓`保持警戒及時疏散民眾....由臺灣所發出的預警。","印妮爪哇豁菲濾彬`蕞縉有火衫要噴伐了,請印妮獲菲壘檳`褓持警戒及提疏散民眾....由臺彎所伐齣的譽警。"
764,"請問  總統 ~ 18%不是行政命令嗎 ? 閣下的職權ㄟ ! 為何一直不敢動 又不必立法 ? 然道是 閣下不敢擔 "" 政治責任 "" 嗎 ? 又要等全民共識嗎 ? 那我們何必選總統呢 ? 遇到大事件就用公投 也是全民共識ㄚ ! 然怪 閣下民調直直落 !  閣下是 蔡英文不叫蔡想想 好嗎 ! 勇敢一點 好嗎 ? 請勿辜負支持妳的同胞們吧 !","請汶  總桶 ~ 18%不軾行鄭命另嗎 ? 嗝嚇的值權ㄟ ! 為核依值不桿凍 有不痺勵法 ? 燃道室 噶夏不趕擔 "" 鄭治嘖任 "" 嗎 ? 右要等銓民共識嗎 ? 那我們河璧選總桶呢 ? 遇盜大事件疚用公投 野式鬈民共識ㄚ ! 燃怪 格嚇民調姪躑落 !  嗝夏士 菜嬰文不叫菜響響 好嗎 ! 永感醫典 好嗎 ? 請勿家父肢馳妳的同苞們吧 !"
765,廢物國民黨，不是要建立民主國家嗎???怎麼會有民族救星、總裁這種東西???,廢物幗民擋，不仕要建立民主摑家嗎???怎麼會有民族疚興、總財這種東析???
766,你怎麼不去死！！！,你怎麼不闃死！！！
767,痛恨那個附身在上面的鬼車輪牌。,慟恨那個附身在上麵的鬼車輪排。
768,臺灣是獨立好呢？ 還是脫華入倭好呢？,臺豌適獨立好呢？ 還拭託華入倭好呢？
769,原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....原來蔡總統說，反毒是要把毒品除罪化！人人有毒吸.....,猿萊菜總筒說，返瀆視要把牘品櫥最化！任任有牘兮.....圓徠菜總桶說，返讀市要把獨品廚醉化！仁任有瀆奚.....元徠菜總桶說，返頓筮要把讀品櫥蕞化！任壬有犢希.....園萊菜總桶說，返瀆氏要把犢品廚最化！仁任有瀆谿.....員萊菜總桶說，返犢世要把牘品雛最化！仁仁有犢棲.....轅萊菜總筒說，返牘仕要把頓品芻醉化！仁仁有瀆悉.....猿萊菜總筒說，返瀆世要把瀆品櫥最化！壬壬有頓晰.....
770,金泓江 什麼叫我們不承認自己是中國人，跟本就不需承認，因為本來就不是。我們福爾摩沙人是有著有別於中國人的優良品格，謝謝你的諒解。,金泓江 什麼較我們不承紉字己是中幗人，根苯咎不噓承衽，陰為苯徠舊不是。我們福爾模沙人是有著有別於中幗人的悠良品格，謝謝擬的諒解。
771,無國家國旗認同，選委會讓這種思想不純正的人當總統候選人，本身就是豬，就已違法，還害全民去押注作保，這種制度太荒唐了，只有白癡才做得出來，投與被投及覈定者將來因果罪都很重。因為思想不純正，則學術足以危害，如扁貪，李賣國。,無幗家幗旗認同，選委會讓鷓種思響不醇正的人當總統候選人，本身舅氏豬，咎蟻帷法，還亥全民去鴉鑄作保，鷓種制度汰慌醣了，旨有白癡才做得初徠，投與倍投及覈釘褶將徠湮裹醉都狠重。茵為思餉不屯正，則學曙足已圍亥，濡扁貪，蠡賣幗。
772,不要臉！別再消費中華民國，趕緊臺灣獨立吧,不要臉！別再消費中華民幗，趕謹抬灣獨戾吧
773,最後一哩路走完 並不是停止不前 別學前政府 政策至今人民無感 失望 誇張網邪 及不平等待遇 臺灣一姐  早晚步入後塵,最后揖哩祿走完 並不市庭咫不乾 別學黔正甫 鄭策雉今仁民無稈 失王 誇彰網邪 棘不平等待遇 臺豌揖姐  早輓部縟堠臣
774,我到覺得這時代被妳搞的亂七八糟,我道覺得這十袋被妳搞的亂悽八遭
775,駡的人比贊的人還多～你這執政黨怎麼當的都不知道,駡的人比贊的人還哆～擬這殖證當怎麼當的都不知道
776,臺獨肖查某 民調只剩下八趴了！ 還死賴著不滾下臺 等到你百日就讓你好看,颱瀆肖查某 民調芷剩夏峇啪了！ 還死賴著不袞廈台 等到你百日舊讓你好看
777,騙子,騙子
778,聽說臺灣民調都是假的 那我在這發起一個 支持蔡英文打1 不支持蔡英文打2 讓我看看你們的民意,聽說臺彎民調都視假的 那我在這伐綺一個 支遲蔡鶯文打1 不支馳蔡嚶文打2 讓我看看擬們的民熠
779,不是要去漢人史觀麼，滇緬孤軍裡可是一個鄉民都沒有，您何必操心呢,不士要去悍壬史觀麼，滇緬轂軍裡可試伊個鄉民都沒有，您荷必糙心呢
780,兆豐不查、民進黨時代力量愧對國人、人民將無法信任,兆豐不查、民進檔石代力量愧敦摑壬、任民將無法囟任
781,只會花錢的人！浪費人民的錢！100多天而已換三部車是換怎樣的！錢不是你繳的就一直花就對了,趾會嘩潛的壬！浪沸任民的掮！100多天而蟻換參部車氏換怎怏的！掮不室你繳的就揖直華就兌了
782,節骨眼上是我就連睡都睡車上!你沒看過?果然懶惰成性,結骨眼上是我就憐稅都說車上!你沒看過?裹然纜惰澄行
